"subject","activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-mean()","fBodyAccMag-std()"
4,2,0.275380317327273,-0.011350455545,-0.108890124409091,-0.686048134818182,-0.447643666000909,-0.743502897636364,0.920955746636364,0.0493625945713155,0.119744280127273,-0.982725949363636,-0.951946804118182,-0.957504995,0.07839705171,-0.00332317634790909,-0.00594145925709091,-0.605996968745455,-0.549997392499091,-0.854867465818182,-0.0398188265888182,-0.0802994065954546,0.0899234518754545,-0.714196264181818,-0.798609559909091,-0.783228227545455,-0.10697061455,-0.0404842403145455,-0.0523347534087273,-0.709413187,-0.887884219272727,-0.789704450454545,-0.595525231363636,-0.703464894818182,-0.595525231363636,-0.703464894818182,-0.640987881545454,-0.610387208,-0.692460888669091,-0.723926193818182,-0.817297866181818,-0.841810151090909,-0.677057199090909,-0.493210223603636,-0.776813776454545,-0.690268229454545,-0.459830313671909,-0.745471503454545,-0.639775367727273,-0.581710209381818,-0.840884009272727,-0.607076454154545,-0.545987802527273,-0.867513796818182,-0.640295947545455,-0.815334416272727,-0.752470112363636,-0.738413280818182,-0.790777156,-0.814826602090909,-0.668167075,-0.773283119727273
4,3,0.28026163960396,-0.00962852077217822,-0.100889188891089,-0.536671710366337,-0.575112651827228,-0.710779001188119,0.952425841089109,-0.0697454279237624,0.158794263891089,-0.965044728613861,-0.924052731485149,-0.916490971930693,0.0832952603673267,-0.00110878902686139,-0.0149969839809901,-0.604198348918911,-0.585433319095049,-0.818714353168317,-0.0628105280316832,-0.0656466180247525,0.0683014033623762,-0.669341958990099,-0.837941875247525,-0.726647110693069,-0.0981882611683168,-0.0410989845356436,-0.0491681539471287,-0.702963311386139,-0.905131391980198,-0.676307885217822,-0.524505407626733,-0.530521880742574,-0.524505407626733,-0.530521880742574,-0.636109653154752,-0.627877054346535,-0.653982978277228,-0.660335147851485,-0.800636869405941,-0.818499162178218,-0.571946812138614,-0.550960933227723,-0.736958286237624,-0.525285797312871,-0.6190812384,-0.720537479504951,-0.611117731963366,-0.596924067852475,-0.797233591683168,-0.633770587369307,-0.60239912420099,-0.839285963960396,-0.609103398758416,-0.849754136138614,-0.649302229168317,-0.690785975277228,-0.832520530495049,-0.785219035247525,-0.517274553621782,-0.613891323990099
5,1,0.273646262787879,-0.0250564332345455,-0.107716300252525,-0.529066788538384,-0.421286023177778,-0.655407907606061,0.190809648080808,0.375303002525253,0.127464219879091,-0.949438545656566,-0.945395774040404,-0.950653593939394,0.0823135501010101,0.0105787104848485,-0.0137463608819192,-0.62277926620202,-0.56599387079798,-0.820658097676768,0.00726198182616161,-0.0975907155020202,0.104135235682828,-0.724959788585859,-0.722449263737374,-0.630571404616162,-0.121538684434343,-0.0478245875277778,-0.062598169289899,-0.66145941330303,-0.816678072626263,-0.653783783727273,-0.487124327339899,-0.568429039666667,-0.487124327339899,-0.568429039666667,-0.63227584459596,-0.660682618383838,-0.609192801084849,-0.671730321616162,-0.742906604646465,-0.781631826666667,-0.585498770292929,-0.472484547949495,-0.730358823131313,-0.509093916314141,-0.432671808530303,-0.644655928444444,-0.653706659393939,-0.600480077989899,-0.804492292222222,-0.624675986646465,-0.557517559008081,-0.835493531111111,-0.637690697915152,-0.759086937171717,-0.572295139419192,-0.753292144444444,-0.704861274040404,-0.68656226969697,-0.585772836818182,-0.626198381676768
5,2,0.2760171353,-0.01403598529803,-0.108093126937,-0.59631098887,-0.354928347679,-0.66341369,0.9321918128,0.01786947079,0.064309709668,-0.9810156119,-0.95206277701,-0.95596921,0.08035118076,-0.010365472392,0.00153648314094,-0.59870910789,-0.470208210902,-0.7715334514,-0.0459631434424,-0.07540887348,0.08191750364,-0.7000306122,-0.7006165267,-0.5923530368,-0.088899765185,-0.045182264966,-0.048489505655,-0.62535787114,-0.7491962703,-0.512848770231,-0.501380119561,-0.6164332629,-0.501380119561,-0.6164332629,-0.58796736198,-0.5829890769,-0.6104152513,-0.6854415378,-0.6774314381,-0.7009246065,-0.59123661745,-0.400133472271,-0.6908088662,-0.59894968961,-0.373150770717,-0.6761247205,-0.6226256701,-0.5212556058554,-0.7572586902,-0.60965201972,-0.450496316329,-0.7841706228,-0.6298260906,-0.7082155204,-0.53207264478,-0.722991725,-0.6984341406,-0.6522380118,-0.58276365978,-0.6982911667
5,3,0.287563596747573,-0.00768723234106796,-0.101326389320388,-0.401106548427184,-0.431289034690291,-0.621351723106796,0.958573657475728,-0.0487707299854369,0.0852680449335641,-0.963320520873786,-0.923025452524272,-0.920350817572816,0.0894625381805825,0.00507272989126214,0.00306039405543689,-0.508668773129126,-0.484681378649515,-0.762516753786408,-0.0487090431123301,-0.0600193055757282,0.0743701769815534,-0.705170234553398,-0.694355716893204,-0.597361670990291,-0.100403908941748,-0.0540194157597087,-0.0411924962184466,-0.699798899902913,-0.757395664368932,-0.529360401020388,-0.396294535330097,-0.384587196116505,-0.396294535330097,-0.384587196116505,-0.549327610961165,-0.526028699671845,-0.589174889126214,-0.635982681620388,-0.702319656699029,-0.720879723300971,-0.479473271320388,-0.448163853669903,-0.668519193786408,-0.37416853223301,-0.459644558797087,-0.627870453203883,-0.540397808548544,-0.532295986314563,-0.745588603495146,-0.520038744650485,-0.467856904709515,-0.77783901368932,-0.629342531038835,-0.685258465048544,-0.508824399631748,-0.731242286504854,-0.703563280388349,-0.669430560582524,-0.420777048990291,-0.462559432335922
6,1,0.257899247759259,-0.0182757938524074,-0.127907591564815,-0.516645398318704,-0.398626602965741,-0.655248268330556,0.179840566944444,0.343967447777778,0.0841014231092593,-0.921582503425926,-0.937316355185185,-0.917772833796296,0.08490084625,0.00114910626907407,0.000612401839814814,-0.595155547046296,-0.512322397021204,-0.771316576388889,-0.0404400320648148,-0.0810949268737963,0.125892693078519,-0.656270543851852,-0.647157287981482,-0.582499966161111,-0.0895144456956481,-0.0439971459348148,-0.0651203359909259,-0.584099904176852,-0.735676323055556,-0.587107050116111,-0.476568153031389,-0.510965658473148,-0.476568153031389,-0.510965658473148,-0.601825449462963,-0.581833136805556,-0.540713457515741,-0.580432458796296,-0.666291396703704,-0.710870569509259,-0.557540337990741,-0.441326926871296,-0.696835306351852,-0.502112957059352,-0.415539137964815,-0.660443093212963,-0.626005371925926,-0.552102280193518,-0.76312332,-0.599433897,-0.50186974999537,-0.778506681851852,-0.548040576722222,-0.652715933250926,-0.514142700852778,-0.6920931325,-0.647040349296296,-0.646265726666667,-0.520216565718889,-0.582745833027778
6,2,0.280280109732143,-0.0157638639452679,-0.110217013696429,-0.63224802,-0.370020765760714,-0.711297501339286,0.946097824642857,-0.0757424011741071,0.0510310216733929,-0.983227092946429,-0.962592393660714,-0.956355868303571,0.0726661472511607,-0.00838750155008929,-0.000697683073660714,-0.543882615316071,-0.460016350330357,-0.763757392678571,-0.0312721501640179,-0.0820392341091964,0.0846438677669643,-0.697128721428571,-0.632448051160714,-0.656441217678571,-0.0907276214071429,-0.0348400713360714,-0.0503212341998214,-0.556362209571429,-0.684215928392857,-0.555663696315179,-0.5512037044375,-0.593217353571429,-0.5512037044375,-0.593217353571429,-0.572071545491071,-0.501556870767857,-0.601138898339286,-0.6384699755,-0.636380938116071,-0.652202294303571,-0.574612378830357,-0.384196318272321,-0.713254872410714,-0.658149990982143,-0.402815651574732,-0.734770710714286,-0.553667925946429,-0.503439521457143,-0.744133833303571,-0.5751382122875,-0.448982441463393,-0.78197856,-0.583410870807143,-0.637238634821429,-0.562641699980357,-0.735364707678571,-0.632982831785714,-0.725883037410714,-0.562011679964286,-0.675991361517857
6,3,0.278837224390476,-0.0187696703612381,-0.109903814466667,-0.35755710847619,-0.335592322943905,-0.648897793914095,0.937546981619048,-0.22284317247619,0.00614830077371429,-0.971330815714286,-0.952507844095238,-0.938947612761905,0.0870637356571429,0.00924821965419048,-0.00687773215428571,-0.452719512750476,-0.388947965453333,-0.679213564276191,-0.0592607499361905,-0.0476433271057143,0.0814305762762857,-0.605043609309524,-0.598140521714286,-0.557518218597143,-0.0677966206219048,-0.0583919326847619,-0.0445082000171429,-0.495789358075238,-0.610918731361905,-0.43431718238,-0.360438827142857,-0.33911726047619,-0.360438827142857,-0.33911726047619,-0.477526432304762,-0.423252828095238,-0.503440160822286,-0.51668521966381,-0.560905862952381,-0.567938374339619,-0.380341981809524,-0.34971583377619,-0.638744507942857,-0.349810395428571,-0.370730505942857,-0.6861573208,-0.466035725018095,-0.453756131329524,-0.652585889295238,-0.488887249075314,-0.360087693571429,-0.704369537828571,-0.47676256053619,-0.571640835122857,-0.442172241425714,-0.648317975536191,-0.619307997961905,-0.644152415742857,-0.332506220666667,-0.446650112295238
7,1,0.249448943368932,-0.0239679496737864,-0.122359495446602,-0.618808052592233,-0.629124465242718,-0.553240692598058,0.151550810970874,0.0793262554368932,0.25833380223301,-0.923431861796116,-0.947735452330097,-0.922181927961165,0.0847962677708738,0.0122506214941748,-0.00668350366669903,-0.700812157572816,-0.748695356407767,-0.792168442621359,-0.0701423039253398,-0.0686752305750485,0.147649632961165,-0.664884561650485,-0.760840567961165,-0.655080746912621,-0.0959026124378641,-0.0419959616582524,-0.0697954220504854,-0.797058074854369,-0.825345480970874,-0.83701680223301,-0.570817296863107,-0.623670190912621,-0.570817296863107,-0.623670190912621,-0.721942459320388,-0.72169630815534,-0.580731324825243,-0.670833352718447,-0.824047742524272,-0.82524756184466,-0.647808073009709,-0.664613614368932,-0.641148714660194,-0.608656743563107,-0.63479644776699,-0.54316814904466,-0.720072625436893,-0.756917523398058,-0.777527084563107,-0.707968975048544,-0.757182873495146,-0.805162095145631,-0.671552941359223,-0.764636741650485,-0.685191648252427,-0.668374701601942,-0.76159266776699,-0.67871631915534,-0.655964608087379,-0.665328839920388
7,2,0.279744584857143,-0.0168055786979048,-0.116193315028571,-0.62229473047619,-0.457692869790476,-0.304900933743809,0.949289376095238,-0.0835836459038095,-0.0576192444571333,-0.969442659714286,-0.958447405142857,-0.913962177333333,0.0794974486419048,0.0153484184322857,-0.00401573202828571,-0.636829367619048,-0.472899766428571,-0.525611009625524,-0.0214493960548571,-0.0608087860485714,0.0466646112028571,-0.70379691647619,-0.557053062485714,-0.643331328761905,-0.110013679868819,-0.0424304935004762,-0.0476903116550476,-0.560330953420952,-0.542999619829524,-0.697229460095238,-0.472951015664762,-0.510967467876191,-0.472951015664762,-0.510967467876191,-0.55117096947619,-0.458499475512381,-0.576547321047619,-0.518182662919048,-0.611630707885714,-0.498025516839048,-0.630887821142857,-0.46065206072,-0.392620689348857,-0.619564077428571,-0.491565193580952,-0.313494546084857,-0.657234173142857,-0.510041219055905,-0.500553518903619,-0.648154358228571,-0.467705224539048,-0.549127610140952,-0.604217574533333,-0.519834745751429,-0.632190218857143,-0.736923218190476,-0.586806963466667,-0.681124189619048,-0.4976267932,-0.596373686914286
7,3,0.2815878035,-0.015541859605,-0.098443255106,-0.487974679054,-0.554346652785,-0.5159549243445,0.945519312,-0.12337142227,-0.100198110346,-0.9770879797,-0.9598253753,-0.9342708782,0.085391031658,-0.0052979586564,-0.0132846240319,-0.5040972841175,-0.651131070237,-0.67833247447,-0.0649963753569,-0.064407037985,0.1000459264801,-0.69262099942,-0.64084716575,-0.6928584773,-0.075853457191,-0.03982777439,-0.06601072992,-0.7520147793,-0.658498507848,-0.71827257383,-0.490300690965,-0.3939670898983,-0.490300690965,-0.3939670898983,-0.5959423134053,-0.470953863516,-0.58872373407,-0.60885590182,-0.7056479348,-0.65376318106,-0.49680024138,-0.56749049178,-0.56286339989,-0.485371700601,-0.57652089551,-0.530607272789,-0.531796889951,-0.66122865915,-0.6525143151,-0.52072997288,-0.66488857715,-0.70345688333,-0.6566761589,-0.60828904008,-0.64810960561,-0.70576631069,-0.6665909629,-0.7385063104,-0.39828586759,-0.486683895586
8,1,0.260229658010526,-0.0242549833890526,-0.107802701694737,-0.610151839894737,-0.380890574526316,-0.477745895869474,0.140577847578947,0.209587477052632,0.326171765622105,-0.922239549326316,-0.946355545052632,-0.913495624968421,0.085048570447579,0.0193553656351579,-0.0387323741290526,-0.633758305115789,-0.56040511516,-0.742283940768421,0.086210300691579,-0.138798315242105,0.0472792620231579,-0.707216631642105,-0.569944719597895,-0.404329065001053,-0.127592664095789,-0.0342028708852632,-0.0625056377157895,-0.726145247894737,-0.737029168526316,-0.747110505368421,-0.479416572978947,-0.617165560452632,-0.479416572978947,-0.617165560452632,-0.614223616758947,-0.645891524842105,-0.453529612515789,-0.577219643757895,-0.729083020105263,-0.764005771894737,-0.613830906641053,-0.427341183631579,-0.568226223353684,-0.610036323231579,-0.397529737010526,-0.471552599255789,-0.639571993745263,-0.565841970964211,-0.713756729789474,-0.661501437431579,-0.586827322254737,-0.769978305578947,-0.648184221884211,-0.593051058662105,-0.478294371,-0.727072445178947,-0.560843997174737,-0.438157559730526,-0.58614680146421,-0.698026608515789
